Population,Households,GeoUID,Type,PR_UID,Shape.Area,Dwellings,name,Adjusted.Population..previous.Census.,CD_UID,CMA_UID,Region.Name,Area..sq.km.,X11.Agriculture..forestry..fishing.and.hunting,X21.Mining..quarrying..and.oil.and.gas.extraction,X22.Utilities,X23.Construction,X31.33.Manufacturing,X41.Wholesale.trade,X44.45.Retail.trade,X48.49.Transportation.and.warehousing,X51.Information.and.cultural.industries,X52.Finance.and.insurance,X53.Real.estate.and.rental.and.leasing,X54.Professional..scientific.and.technical.services,X55.Management.of.companies.and.enterprises,X56.Administrative.and.support..waste.management.and.remediation.services,X61.Educational.services,X62.Health.care.and.social.assistance,X71.Arts..entertainment.and.recreation,X72.Accommodation.and.food.services,X81.Other.services..except.public.administration.,X91.Public.administration,geometry,X11.Agriculture.forestry.fishing.hunting.21.Mining.quarrying.and.oil.and.gas.extraction,X41.Wholesale.trade.44.45.Retail.trade,X52.Finance.and.insurance.53.Real.estate.and.rental.and.leasing,X55.Business.building.and.other.support.services.56,X51.Information.culture.and.recreation.71
933,369,1101001,CSD,11,84.83781,532,Lot 64 (LOT),905,1101,NA,Lot 64 (LOT),84.83781,120,10,0,50,40,20,40,40,0,10,0,20,0,10,20,20,10,10,10,25,"list(list(c(-62.66763268945, -62.66991198071, -62.67117848871, -62.67827539381, -62.6842703098, -62.6884828899, -62.67751829875, -62.66531330781, -62.66390520017, -62.65912638682, -62.65879389138, -62.65789549325, -62.6556705679, -62.65391391128, -62.64935064109, -62.64144409246, -62.63431902015, -62.63039333733, -62.62662068541, -62.62275548306, -62.62455673879, -62.62341452466, -62.62224798056, -62.60669938342, -62.60507689824, -62.60615446273, -62.60428898902, -62.60194925825, -62.60241221368, 
-62.60502031422, -62.60624394051, -62.60887886955, -62.60823539972, -62.60392782745, -62.5992564093, -62.58700167458, -62.57356851377, -62.54204702263, -62.53565569714, -62.53481832417, -62.53341784386, -62.53260073878, -62.53380712305, -62.53385224337, -62.53546871339, -62.53672832516, -62.53612179626, -62.53542529843, -62.53406485463, -62.53175930148, -62.53020848187, -62.52790261558, -62.52382495, -62.52253587515, -62.52202736174, -62.51490754355, -62.51296534719, -62.51112131021, -62.5087808382, 
-62.50881870214, -62.51006461865, -62.50261797346, -62.50039904503, -62.49793364855, -62.49556259542, -62.49394389465, -62.48860719285, -62.48746530644, -62.48484440816, -62.48286368657, -62.48003734762, -62.47975261403, -62.47987781194, -62.47895751429, -62.47821614612, -62.47524970218, -62.47344309414, -62.47168521316, -62.46688614558, -62.46326707324, -62.45933543576, -62.45738078619, -62.45698540538, -62.45556226282, -62.45519302994, -62.45419574291, -62.4544140661, -62.45363086503, -62.4530412838, 
-62.45325644638, -62.4539371789, -62.45466708544, -62.4544489509, -62.45533600074, -62.45726526848, -62.46004540881, -62.46160016212, -62.46359978146, -62.46520942591, -62.46599607418, -62.46631736055, -62.46783329636, -62.46991890755, -62.47078362725, -62.47382390411, -62.47673980199, -62.47933912784, -62.48193194544, -62.48387287723, -62.49166911697, -62.49490893338, -62.49782991768, -62.5023683691, -62.50302185775, -62.50496819381, -62.50723515828, -62.51111159174, -62.51693590959, -62.52209900143, 
-62.52824549914, -62.53115534184, -62.53535207061, -62.54181309563, -62.5524794891, -62.55699852968, -62.56346062761, -62.58024033583, -62.5954100474, -62.6063818283, -62.61477389735, -62.62348695188, -62.6283296872, -62.63640615264, -62.63866314957, -62.64124714177, -62.64318152713, -62.64576694107, -62.6515799912, -62.65611109929, -62.66321846665, -62.66763268945, 45.95906457372, 45.9645223603, 45.96817419918, 45.98634820421, 46.00153949535, 46.01263050907, 46.0122220956, 46.01191701223, 46.01192189803, 
46.01260297967, 46.01167757152, 46.01072697812, 46.01072553888, 46.01140241049, 46.01231154181, 46.01328829127, 46.01366522207, 46.01175288852, 46.01158925959, 46.01238646725, 46.00681527343, 46.00604169381, 46.00608560313, 46.0075902078, 46.00764927364, 46.01146931335, 46.01121038595, 46.01132146675, 46.01336367915, 46.01569757675, 46.0155089342, 46.0161985433, 46.01648960802, 46.01694052938, 46.01894530263, 46.02039821401, 46.0244148107, 46.03193311118, 46.03112427366, 46.027423278, 46.02691719557, 
46.02575280899, 46.02518172539, 46.02442587186, 46.02425244241, 46.02349254047, 46.02186103011, 46.02172318285, 46.02218566514, 46.02134820077, 46.02140485085, 46.02213338012, 46.02306148099, 46.02272311166, 46.02183285064, 46.01919561467, 46.01943360197, 46.01904771854, 46.01783165187, 46.01647276189, 46.01512696027, 46.01175550225, 46.01171857563, 46.01243741913, 46.01445531351, 46.01488917518, 46.01506342361, 46.0156163232, 46.01592174049, 46.01579266063, 46.01697860832, 46.01782920097, 46.01962983359, 
46.02119233594, 46.02165994671, 46.01985520255, 46.01897179786, 46.01857779564, 46.01784530102, 46.01761120293, 46.01634073882, 46.01682819606, 46.01754636938, 46.017504712, 46.01794876872, 46.01780234652, 46.01702702, 46.01522320226, 46.01514785957, 46.01393031784, 46.0136216104, 46.01231205548, 46.01000030843, 46.00911350942, 46.0032306524, 46.00260429812, 46.00203052198, 46.00092387986, 45.99877052719, 45.99805616842, 45.99714109042, 45.99667203122, 45.99508499257, 45.99394096592, 45.99320410195, 
45.99209244554, 45.99030424254, 45.9891909837, 45.98874973729, 45.98338445074, 45.98204877783, 45.98026156607, 45.97803131473, 45.9771341012, 45.97601752842, 45.9751272673, 45.97469389554, 45.97291858557, 45.97294029234, 45.97116576461, 45.97050269805, 45.97029482362, 45.96942088817, 45.9672130476, 45.96700564304, 45.96590545927, 45.96575230398, 45.96513198226, 45.96494531002, 45.96452387462, 45.96432790243, 45.96389372368, 45.96234463605, 45.96257681823, 45.96213493123, 45.96236598753, 45.96169902099, 
45.96081683294, 45.96060556249, 45.95905164363, 45.95906457372), c(-62.52154106991, -62.52146151262, -62.52341059648, -62.52767692555, -62.53377791683, -62.54208848372, -62.54695161401, -62.54743197864, -62.54540007578, -62.54275312465, -62.54045911018, -62.53915631831, -62.53610816205, -62.53757810837, -62.53656419591, -62.53468621397, -62.53127779265, -62.53037927619, -62.52606318056, -62.51734040481, -62.51297657389, -62.51395546185, -62.51785447441, -62.52154106991, 46.01670258009, 46.01696740584, 
46.01715556047, 46.01844631752, 46.01646759425, 46.0132689166, 46.01230217409, 46.01162823781, 46.00674797358, 46.00231843636, 46.00237611373, 46.00200594463, 46.00214391057, 45.99904209447, 45.99982998778, 45.99739230689, 45.99270719496, 45.99206440576, 45.99286393421, 45.9994346452, 46.00104850012, 46.00261436206, 46.00978943445, 46.01670258009)))",130,60,10,10,10
258,129,1101002,CSD,11,4.54438,177,Murray Harbour (COM),320,1101,NA,Murray Harbour (COM),4.54438,30,10,0,10,25,0,25,0,0,0,0,0,0,0,10,10,10,10,0,0,"list(list(c(-62.52154106991, -62.51785447441, -62.51395546185, -62.51297657389, -62.51734040481, -62.52606318056, -62.53037927619, -62.53127779265, -62.53468621397, -62.53656419591, -62.53757810837, -62.53610816205, -62.53915631831, -62.54045911018, -62.54275312465, -62.54540007578, -62.54743197864, -62.54695161401, -62.54208848372, -62.53377791683, -62.52767692555, -62.52341059648, -62.52146151262, -62.52154106991, 46.01670258009, 46.00978943445, 46.00261436206, 46.00104850012, 45.9994346452, 45.99286393421, 
45.99206440576, 45.99270719496, 45.99739230689, 45.99982998778, 45.99904209447, 46.00214391057, 46.00200594463, 46.00237611373, 46.00231843636, 46.00674797358, 46.01162823781, 46.01230217409, 46.0132689166, 46.01646759425, 46.01844631752, 46.01715556047, 46.01696740584, 46.01670258009)))",40,25,0,0,10
304,134,1101004,CSD,11,1.75973,182,Murray River (COM),334,1101,NA,Murray River (COM),1.75973,20,10,0,0,25,0,15,10,0,0,0,10,0,10,0,10,10,35,10,15,"list(list(c(-62.60887886955, -62.60624394051, -62.60502031422, -62.60241221368, -62.60194925825, -62.60428898902, -62.60615446273, -62.60507689824, -62.60669938342, -62.62224798056, -62.62341452466, -62.62455673879, -62.62275548306, -62.62219260833, -62.62035640074, -62.61572109583, -62.6101986654, -62.60887886955, 46.0161985433, 46.0155089342, 46.01569757675, 46.01336367915, 46.01132146675, 46.01121038595, 46.01146931335, 46.00764927364, 46.0075902078, 46.00608560313, 46.00604169381, 46.00681527343, 
46.01238646725, 46.01424775116, 46.01943776534, 46.020084751, 46.01654391583, 46.0161985433)))",30,15,0,10,10
815,351,1101006,CSD,11,107.57709,422,Lot 63 (LOT),915,1101,NA,Lot 63 (LOT),107.57709,115,0,0,15,30,20,30,50,10,0,0,10,0,10,10,50,15,30,35,40,"list(list(c(-62.53565569714, -62.54204702263, -62.57356851377, -62.58700167458, -62.5992564093, -62.60392782745, -62.60823539972, -62.60887886955, -62.6101986654, -62.61572109583, -62.62035640074, -62.62219260833, -62.62275548306, -62.62662068541, -62.63039333733, -62.63431902015, -62.64144409246, -62.64935064109, -62.65391391128, -62.6556705679, -62.65789549325, -62.65879389138, -62.65912638682, -62.66390520017, -62.66531330781, -62.67751829875, -62.6884828899, -62.68992219647, -62.69179791403, 
-62.69565888889, -62.69705970311, -62.70518358802, -62.70382174217, -62.68896256666, -62.66160016105, -62.6470660427, -62.63037319686, -62.61644053536, -62.6076648535, -62.59007227462, -62.57057704011, -62.55618671846, -62.53876886919, -62.5325534921, -62.53004196677, -62.52918856897, -62.51813553369, -62.48894311045, -62.48768686024, -62.46531406123, -62.44942289246, -62.44853578763, -62.44952804102, -62.45149159466, -62.4526489878, -62.45298092874, -62.45230299633, -62.45009203378, -62.44994808929, 
-62.45112151079, -62.45211895144, -62.45284450928, -62.45462793757, -62.45714553801, -62.45925771888, -62.46104995883, -62.46317403453, -62.46319682674, -62.46451801224, -62.46583484603, -62.4676688826, -62.46838107858, -62.46813754981, -62.47005851864, -62.47058198781, -62.47063692889, -62.47018248307, -62.47036116454, -62.47250760122, -62.47559967944, -62.47776993435, -62.47886636216, -62.47941194113, -62.48010716143, -62.48110199075, -62.48130076289, -62.48230284395, -62.48287045909, -62.48387550053, 
-62.48424104379, -62.48353120567, -62.48435339508, -62.48539042527, -62.48613516168, -62.48675569336, -62.4856206756, -62.48550765125, -62.48563410378, -62.48448664072, -62.48359719557, -62.48339113112, -62.48271843873, -62.48235371729, -62.48167985308, -62.48175703047, -62.48952499648, -62.49129361058, -62.4924129039, -62.49191349187, -62.49223148242, -62.49400118584, -62.49461810145, -62.49541847213, -62.49544470268, -62.49708045219, -62.49596213487, -62.49677946011, -62.49999999985, -62.50440143397, 
-62.51016347256, -62.51139845423, -62.51402889255, -62.51697752905, -62.51836709487, -62.51618488839, -62.51529106571, -62.51712400177, -62.51825423125, -62.52078083951, -62.51875577256, -62.51873357065, -62.52018110884, -62.52068837513, -62.5354297972, -62.53604097383, -62.53691415384, -62.53565569714, 46.03112427366, 46.03193311118, 46.0244148107, 46.02039821401, 46.01894530263, 46.01694052938, 46.01648960802, 46.0161985433, 46.01654391583, 46.020084751, 46.01943776534, 46.01424775116, 46.01238646725, 
46.01158925959, 46.01175288852, 46.01366522207, 46.01328829127, 46.01231154181, 46.01140241049, 46.01072553888, 46.01072697812, 46.01167757152, 46.01260297967, 46.01192189803, 46.01191701223, 46.0122220956, 46.01263050907, 46.01627059197, 46.02046079478, 46.03078181056, 46.03398429415, 46.05408315473, 46.05426192031, 46.05741638453, 46.06299487136, 46.06582532035, 46.06888181866, 46.0716002817, 46.07364793476, 46.07715168145, 46.08132172385, 46.08433064111, 46.08763732998, 46.0889719109, 46.09013844654, 
46.08969601795, 46.09207826935, 46.09822397879, 46.09847025043, 46.10118879468, 46.10491226295, 46.10406736221, 46.10317212241, 46.10218254559, 46.10028003055, 46.09811258418, 46.09341122074, 46.09069153841, 46.08955682616, 46.0873214057, 46.08586817335, 46.08182152941, 46.07933698809, 46.07714393344, 46.07671293062, 46.07593836911, 46.07427430301, 46.07325738598, 46.07169754887, 46.07057869432, 46.06677113891, 46.06396637607, 46.06310623704, 46.06026605473, 46.05825242488, 46.0552105824, 46.05277608439, 
46.05201309755, 46.05229211049, 46.05132145659, 46.05003225023, 46.04752616739, 46.04448656314, 46.04202363465, 46.04067811678, 46.03877096424, 46.03664242721, 46.03259485575, 46.03012432819, 46.02833490073, 46.02269751791, 46.02181018011, 46.02143683249, 46.02193521478, 46.02328805039, 46.0258660544, 46.02969065759, 46.03138330613, 46.03249416515, 46.03642329202, 46.03912243033, 46.04057744263, 46.04226784292, 46.04383984392, 46.04526223954, 46.04806929836, 46.0483111737, 46.04888318428, 46.04978098466, 
46.05034041401, 46.05047425168, 46.05227704985, 46.05239758353, 46.05093965202, 46.05016385615, 46.04947489733, 46.04914549024, 46.04847329602, 46.04818876822, 46.04558551688, 46.04478076701, 46.04401797698, 46.04381445228, 46.04454033991, 46.04429712007, 46.04452734252, 46.04480510612, 46.04562891554, 46.04491049376, 46.04443397423, 46.04401087401, 46.04252291415, 46.04293575183, 46.03933764699, 46.03770124169, 46.03668529765, 46.03112427366)), list(c(-62.51407844757, -62.51429619147, -62.51490843086, 
-62.51709374644, -62.51810960801, -62.51781810682, -62.51619187799, -62.51463423555, -62.51375048115, -62.51308175356, -62.51118111905, -62.50909124856, -62.50829218892, -62.50904187378, -62.51001796142, -62.51191116791, -62.51216282964, -62.51140406432, -62.50988014324, -62.50925002833, -62.50674082916, -62.50493214138, -62.50398013146, -62.50343708859, -62.50380177052, -62.50756915791, -62.51003842412, -62.51085245746, -62.51313219114, -62.51408240257, -62.51487199994, -62.51471096969, -62.51502526149, 
-62.51682537856, -62.51811674176, -62.52219292652, -62.52145847937, -62.51922278144, -62.5173294049, -62.51598972893, -62.51558638702, -62.51521034107, -62.51407844757, 46.03688995164, 46.03563982253, 46.03656046015, 46.03640771003, 46.03550296909, 46.0348447279, 46.03461283495, 46.03393121752, 46.03450346678, 46.03413161752, 46.03424950583, 46.03238648768, 46.03214904541, 46.03066720764, 46.02987937846, 46.0291224554, 46.02842148924, 46.02801325035, 46.0279257228, 46.02904804804, 46.02932527047, 
46.029290438, 46.02882729124, 46.02742088027, 46.02709845298, 46.02625973048, 46.02609933197, 46.02756086707, 46.02838962283, 46.02906870816, 46.03038609374, 46.0325454909, 46.03354585725, 46.0345795029, 46.0346839691, 46.03553811423, 46.0367860787, 46.036785688, 46.03754274249, 46.0385271124, 46.04031645399, 46.03898282172, 46.03688995164)), list(c(-62.49282254043, -62.49251963457, -62.49336598447, -62.49723965039, -62.49966755426, -62.50132235442, -62.50188029993, -62.50114223293, -62.4989321946, 
-62.49749126818, -62.49604318127, -62.49557030129, -62.49346542411, -62.49282254043, 46.02671726663, 46.02593288015, 46.02380357381, 46.02406368896, 46.02345539602, 46.02263249982, 46.02380499988, 46.02542182562, 46.02692420859, 46.02766490478, 46.02776654484, 46.02719743091, 46.0270621295, 46.02671726663)), list(c(-62.50209704669, -62.5037513618, -62.50541188548, -62.50597180631, -62.50555380002, -62.50493176124, -62.50348745815, -62.50197533884, -62.50209704669, 46.0327612418, 46.0327324417, 46.03200160481, 
46.03297606121, 46.03492733249, 46.03512263539, 46.03478334684, 46.03336373094, 46.0327612418)))",115,50,0,10,25
745,325,1101008,CSD,11,85.53486,455,Lot 61 (LOT),795,1101,NA,Lot 61 (LOT),85.53486,85,0,0,55,20,0,35,20,0,0,10,15,0,15,10,35,0,20,30,15,"list(list(c(-62.44942289246, -62.46531406123, -62.48768686024, -62.48894311045, -62.51813553369, -62.52918856897, -62.53004196677, -62.5325534921, -62.53876886919, -62.55618671846, -62.57057704011, -62.59007227462, -62.6076648535, -62.61644053536, -62.63037319686, -62.6470660427, -62.66160016105, -62.68896256666, -62.70382174217, -62.70518358802, -62.70602620915, -62.70865978937, -62.70968748196, -62.71437134158, -62.71605908385, -62.71760389793, -62.72174360805, -62.71633918924, -62.67953908451, 
-62.67508394007, -62.66740928222, -62.62668122495, -62.62462656432, -62.58712476236, -62.58674311166, -62.58011057953, -62.55927028759, -62.55345890875, -62.54522621134, -62.54499933351, -62.54553735023, -62.54672222012, -62.54681732657, -62.5480586894, -62.54880045758, -62.54867845814, -62.5473616003, -62.54487615569, -62.54165508036, -62.54127177403, -62.54017798105, -62.53956237025, -62.54030372756, -62.53893731491, -62.53618748884, -62.53499836994, -62.53212558409, -62.5316338289, -62.52842235735, 
-62.52560661036, -62.52244517819, -62.51840028855, -62.51521883704, -62.51408396818, -62.51213185591, -62.51117288226, -62.51385396434, -62.51469708352, -62.51581028051, -62.51583161075, -62.51508553162, -62.51675745273, -62.5174258251, -62.51858508728, -62.5190773664, -62.5209941443, -62.52100882224, -62.52139588642, -62.52053177188, -62.52051828334, -62.52017662889, -62.51792179233, -62.51766542581, -62.51610576515, -62.51440804658, -62.51406351717, -62.51249715532, -62.50970118101, -62.50739249944, 
-62.50431727363, -62.50173882218, -62.50000001885, -62.49957148075, -62.50098518811, -62.50200443127, -62.50166081774, -62.50018755637, -62.49727295927, -62.49567457834, -62.49502563209, -62.49515360129, -62.4962772383, -62.49656935853, -62.49828768294, -62.49808605583, -62.4975881572, -62.49595039535, -62.493528248, -62.49254159728, -62.4904450514, -62.48688282775, -62.48656672734, -62.48533092053, -62.4836638472, -62.48062071989, -62.47965121238, -62.47803046415, -62.47573788008, -62.47039590165, 
-62.46912238343, -62.46857996719, -62.4682609154, -62.46882253923, -62.4688450485, -62.4685566048, -62.46886295009, -62.46931081791, -62.46910525051, -62.46860676176, -62.46875447036, -62.46988088332, -62.47196122044, -62.47102526023, -62.46973503653, -62.46940344153, -62.47130974025, -62.47279051687, -62.4753516129, -62.47757531567, -62.48369731333, -62.48824938157, -62.49069132052, -62.49215709917, -62.49491184059, -62.49733292748, -62.4998902109, -62.50129483981, -62.50331463477, -62.50470763334, 
-62.50737082265, -62.50841317668, -62.50798246917, -62.50466375259, -62.50297551956, -62.50026665989, -62.49959946081, -62.49839922862, -62.49699922175, -62.49711910504, -62.49776036322, -62.49927569675, -62.50069689948, -62.50085618708, -62.49940945497, -62.50008396865, -62.50160448306, -62.5014846695, -62.50036208807, -62.49887808237, -62.49740223975, -62.49369131918, -62.49093883562, -62.48680318648, -62.48471711938, -62.48181778928, -62.47761494243, -62.47489144192, -62.47224240597, -62.46989576927, 
-62.46780259166, -62.46652953557, -62.46638389536, -62.46757737154, -62.46781118559, -62.4677958199, -62.46660530934, -62.4637670244, -62.46105840116, -62.45671312468, -62.45554557505, -62.45477409481, -62.45064559111, -62.44942289246, 46.10491226295, 46.10118879468, 46.09847025043, 46.09822397879, 46.09207826935, 46.08969601795, 46.09013844654, 46.0889719109, 46.08763732998, 46.08433064111, 46.08132172385, 46.07715168145, 46.07364793476, 46.0716002817, 46.06888181866, 46.06582532035, 46.06299487136, 
46.05741638453, 46.05426192031, 46.05408315473, 46.0562203916, 46.0635637884, 46.0655630032, 46.07723842444, 46.0812304057, 46.08517640242, 46.09542430767, 46.09648085151, 46.10338334121, 46.10416769934, 46.10565462535, 46.11399467401, 46.11439766973, 46.12145534446, 46.12165659234, 46.1227888064, 46.1272993183, 46.12866362409, 46.13037236296, 46.13026755906, 46.12933465083, 46.12849334727, 46.12794471768, 46.12810262332, 46.12761954453, 46.12671005033, 46.12629083214, 46.12474195982, 46.11983299599, 
46.11794000738, 46.11747894716, 46.11779953988, 46.11891854164, 46.11981305568, 46.12053096302, 46.12187613709, 46.12334045053, 46.12332942088, 46.12199319428, 46.12131554305, 46.12170738298, 46.12098839447, 46.12070494688, 46.12024112205, 46.11852277007, 46.11720464963, 46.11843111306, 46.1182186839, 46.11672038659, 46.11576644892, 46.11377424896, 46.11348433403, 46.11252414042, 46.11165600059, 46.1101100431, 46.10842606238, 46.10673408847, 46.10536768375, 46.10653407085, 46.10809104425, 46.10869263795, 
46.11055517005, 46.1117601203, 46.11253655485, 46.11281735345, 46.11373390349, 46.11379022584, 46.11241024584, 46.11154530575, 46.11102798985, 46.11139481324, 46.1112963191, 46.11092776871, 46.11030250365, 46.11063994476, 46.10999942919, 46.1097860064, 46.11012423271, 46.10944217546, 46.10965531546, 46.111230916, 46.11146985611, 46.11349620092, 46.11666281168, 46.11891195884, 46.11958480098, 46.12035158333, 46.12055690324, 46.12088551916, 46.12086719323, 46.12118427712, 46.12038183498, 46.1196652707, 
46.11939675572, 46.11819491814, 46.11807352524, 46.11839013748, 46.11994566866, 46.12095605849, 46.12171763724, 46.12269630854, 46.12636933627, 46.13017408693, 46.13224712681, 46.13320350416, 46.1364311693, 46.13787904219, 46.13940018084, 46.14007286811, 46.14086557109, 46.140870815, 46.13848838733, 46.13725881302, 46.13671741074, 46.13445847874, 46.13445649789, 46.13498505215, 46.13552502238, 46.13536481356, 46.13521015801, 46.13434863719, 46.13346850871, 46.13315103135, 46.13344223692, 46.13341690575, 
46.13264511085, 46.13192225403, 46.13332604653, 46.13389911369, 46.13430661835, 46.13501312606, 46.13685631077, 46.13879499682, 46.13936367888, 46.14111589516, 46.14187799011, 46.14143772075, 46.14255564608, 46.14503120807, 46.14570903904, 46.14644331467, 46.14567856844, 46.14524724937, 46.1441222592, 46.1439902124, 46.14554753159, 46.14626149022, 46.14690112724, 46.1472184609, 46.14714242246, 46.14655004205, 46.14705374389, 46.14751633187, 46.1487741509, 46.14925987893, 46.14865573292, 46.14773425185, 
46.14715504266, 46.14610915632, 46.14564042704, 46.1447254752, 46.143716784, 46.14079730295, 46.13668533614, 46.128873131, 46.12346749308, 46.1198451375, 46.11756434803, 46.1132867027, 46.10963607224, 46.10782335961, 46.10529253758, 46.10491226295)))",85,35,10,15,0
1186,489,1101009,CSD,11,81.97413,634,Lot 59 (LOT),1203,1101,NA,Lot 59 (LOT),81.97413,45,10,10,40,35,10,55,25,10,25,10,25,10,15,50,60,20,55,20,90,"list(list(c(-62.55615254065, -62.54861940954, -62.54770021776, -62.54746101902, -62.54607268998, -62.54437846507, -62.54327207794, -62.54294651016, -62.5422795215, -62.54001106433, -62.53864301562, -62.53658275194, -62.5351144752, -62.53462788974, -62.53191464853, -62.52948719635, -62.52873849426, -62.52712833406, -62.52513194901, -62.52499501026, -62.52716079065, -62.52924055188, -62.53020484566, -62.53066143288, -62.53205820694, -62.53454305569, -62.53516628824, -62.53598855237, -62.53703597297, 
-62.53598294107, -62.53554678192, -62.53597121083, -62.53882701717, -62.53993458685, -62.54140822333, -62.54318455286, -62.54437347132, -62.54399004664, -62.54701334579, -62.5472552723, -62.54663930549, -62.54673664032, -62.54765079115, -62.54723240998, -62.54631719513, -62.54500783302, -62.54274913472, -62.54195938417, -62.54208319989, -62.54108596752, -62.53856740547, -62.53552979347, -62.53384405654, -62.53198381449, -62.53079935975, -62.52919585438, -62.52869558962, -62.52957055513, -62.53062246137, 
-62.53197917611, -62.53420014424, -62.53555465162, -62.53479654726, -62.5360246728, -62.53572097009, -62.53633824785, -62.54081986726, -62.54092620103, -62.54499933351, -62.54522621134, -62.55345890875, -62.55927028759, -62.58011057953, -62.58674311166, -62.58712476236, -62.62462656432, -62.62668122495, -62.66740928222, -62.67508394007, -62.67953908451, -62.71633918924, -62.72174360805, -62.7253342185, -62.7260637153, -62.72878570757, -62.73852095891, -62.71944096799, -62.71071107005, -62.700377964, 
-62.67990553986, -62.66090260648, -62.65460359828, -62.65368161417, -62.65171403528, -62.65140432414, -62.65048246796, -62.65039689183, -62.64959360614, -62.64891763756, -62.64758835564, -62.64709859384, -62.63327669268, -62.63238489939, -62.63338098029, -62.63607888736, -62.63847699487, -62.63380776671, -62.62924164263, -62.6246232948, -62.61956899002, -62.61217001735, -62.60731129296, -62.59144150116, -62.5822934908, -62.57320287777, -62.55615254065, 46.17664338271, 46.17227040223, 46.17346180898, 
46.17261485413, 46.17130432683, 46.17096458834, 46.17003316276, 46.16867285154, 46.16787817416, 46.16651006309, 46.1659105289, 46.16599220999, 46.16499622846, 46.16432824993, 46.16351616051, 46.16413619908, 46.16383609783, 46.16128242407, 46.15997814611, 46.15933856035, 46.15749352377, 46.15509008262, 46.15287102195, 46.15095586279, 46.14963858552, 46.14827170726, 46.14653722799, 46.14576654435, 46.14593280062, 46.14643253011, 46.14748378265, 46.14782749202, 46.14854106826, 46.1492655468, 46.14957746143, 
46.14930558478, 46.14803230713, 46.1474187703, 46.14666577879, 46.14558671508, 46.14490926242, 46.14409064395, 46.14314026238, 46.14205857944, 46.14155994173, 46.14176174519, 46.14089771839, 46.14089454413, 46.14157905662, 46.14161106491, 46.14086291857, 46.140265599, 46.14057374568, 46.14008015034, 46.13929227679, 46.13754866772, 46.13548555653, 46.1330771168, 46.13268543709, 46.13298801222, 46.13212407182, 46.13114856415, 46.13047946653, 46.13067345093, 46.13138323338, 46.13187174446, 46.13156583251, 
46.13123325313, 46.13026755906, 46.13037236296, 46.12866362409, 46.1272993183, 46.1227888064, 46.12165659234, 46.12145534446, 46.11439766973, 46.11399467401, 46.10565462535, 46.10416769934, 46.10338334121, 46.09648085151, 46.09542430767, 46.10432959488, 46.10593340064, 46.11287899307, 46.13679984908, 46.14100571829, 46.14294377834, 46.14509758066, 46.14930951607, 46.15334498395, 46.15437570415, 46.15464645663, 46.15498258281, 46.15546192682, 46.15522338501, 46.15451675514, 46.15419041909, 46.15489523482, 
46.15498608833, 46.15428373374, 46.16052019596, 46.16200362183, 46.16190475813, 46.16656529064, 46.1670803953, 46.16721726538, 46.16621034308, 46.16813919292, 46.16967887983, 46.17431161085, 46.17478535387, 46.17659094204, 46.17726243872, 46.17732443835, 46.17664338271)))",55,65,35,25,30
206,73,1101011,CSD,11,24.07968,79,Lot 66 (LOT),191,1101,NA,Lot 66 (LOT),24.07968,20,0,0,10,10,10,15,0,0,0,0,0,0,10,10,15,0,10,10,0,"list(list(c(-62.71944096799, -62.73852095891, -62.74675179791, -62.75292080714, -62.75319770654, -62.7541382699, -62.76937539194, -62.76976470167, -62.77194691173, -62.78496752648, -62.79456083659, -62.78367200092, -62.77594704723, -62.76898708213, -62.76641962741, -62.74921893657, -62.73544189318, -62.73360539128, -62.73199298845, -62.73045570009, -62.72877999789, -62.72442968769, -62.72336889132, -62.71944096799, 46.14100571829, 46.13679984908, 46.15716489234, 46.17216829871, 46.17247469654, 46.17490716952, 
46.21345409447, 46.21337390958, 46.21863429891, 46.25072814175, 46.27409521623, 46.27621860378, 46.27767886515, 46.26076222024, 46.25431112856, 46.21313304508, 46.18111835267, 46.17612520004, 46.17200839735, 46.16846779169, 46.16415280721, 46.1533961945, 46.1505945903, 46.14100571829)))",20,25,0,10,0
